Ano,Mês,Posição,Música,Artista,Gênero
2010,Setembro,1,Tá Vendo Aquela Lua,Exaltasamba,Pagode
2010,Setembro,2,Amo Noite e Dia,Jorge & Mateus,Sertanejo
2010,Setembro,3,Fugidinha,Michel Teló,Sertanejo
2010,Setembro,4,Madrid,Fernando & Sorocaba,Sertanejo
2010,Setembro,5,Você Não Sabe o que é Amor,Luan Santana,Sertanejo
2010,Setembro,6,Tapa na Cara,Zezé di Camargo & Luciano,Sertanejo
2010,Setembro,7,Tá Se Achando,Guilherme & Santiago,Sertanejo
2010,Setembro,8,Sem Esse Coração,João Bosco & Vinícius,Sertanejo
2010,Setembro,9,Famosa (Billionaire),Cláudia Leitte part. Travie McCoy,Pop
2010,Setembro,10,Ao Vivo e em Cores,Victor & Léo,Sertanejo
2010,Outubro,1,Tá Vendo Aquela Lua,Exaltasamba,Pagode
2010,Outubro,2,Amo Noite e Dia,Jorge & Mateus,Sertanejo
2010,Outubro,3,Fugidinha,Michel Teló,Sertanejo
2010,Outubro,4,Madrid,Fernando & Sorocaba,Sertanejo
2010,Outubro,5,Você Não Sabe o que é Amor,Luan Santana,Sertanejo
2010,Outubro,6,Tapa na Cara,Zezé di Camargo & Luciano,Sertanejo
2010,Outubro,7,Tá Se Achando,Guilherme & Santiago,Sertanejo
2010,Outubro,8,Sem Esse Coração,João Bosco & Vinícius,Sertanejo
2010,Outubro,9,Adrenalina,Luan Santana,Sertanejo
2010,Outubro,10,Ao Vivo e em Cores,Victor & Léo,Sertanejo
2010,Novembro,1,Adrenalina,Luan Santana,Sertanejo
2010,Novembro,2,Amo Noite e Dia,Jorge & Mateus,Sertanejo
2010,Novembro,3,Fugidinha,Michel Teló,Sertanejo
2010,Novembro,4,Madrid,Fernando & Sorocaba,Sertanejo
2010,Novembro,5,Você Não Sabe o que é Amor,Luan Santana,Sertanejo
2010,Novembro,6,Tapa na Cara,Zezé di Camargo & Luciano,Sertanejo
2010,Novembro,7,Tá Se Achando,Guilherme & Santiago,Sertanejo
2010,Novembro,8,Sem Esse Coração,João Bosco & Vinícius,Sertanejo
2010,Novembro,9,Tá Vendo Aquela Lua,Exaltasamba,Pagode
2010,Novembro,10,Ao Vivo e em Cores,Victor & Léo,Sertanejo
2010,Dezembro,1,Adrenalina,Luan Santana,Sertanejo
2010,Dezembro,2,Amo Noite e Dia,Jorge & Mateus,Sertanejo
2010,Dezembro,3,Fugidinha,Michel Teló,Sertanejo
2010,Dezembro,4,Madrid,Fernando & Sorocaba,Sertanejo
2010,Dezembro,5,Você Não Sabe o que é Amor,Luan Santana,Sertanejo
2010,Dezembro,6,Tapa na Cara,Zezé di Camargo & Luciano,Sertanejo
2010,Dezembro,7,Tá Se Achando,Guilherme & Santiago,Sertanejo
2010,Dezembro,8,Sem Esse Coração,João Bosco & Vinícius,Sertanejo
2010,Dezembro,9,Tá Vendo Aquela Lua,Exaltasamba,Pagode
2010,Dezembro,10,Ao Vivo e em Cores,Victor & Léo,Sertanejo
2009,Março,1,"Chora, Me Liga",João Bosco & Vinícius,Sertanejo
2009,Março,2,Halo,Beyoncé,Pop
2009,Março,3,Pássaro de Fogo,Paula Fernandes,Sertanejo
2009,Março,4,Borboletas,Victor & Leo,Sertanejo
2009,Março,5,Você Não Sabe o que é Amor,Luan Santana,Sertanejo
2009,Março,6,Não Tente Me Impedir,Bruno & Marrone,Sertanejo
2009,Março,7,Meteoro,Luan Santana,Sertanejo
2009,Março,8,Agenda,Ornella Di Santis & Belo,Pop/Pagode
2009,Março,9,Deus e Eu no Sertão,Victor & Leo,Sertanejo
2009,Março,10,Sutilmente,Skank,Pop Rock
2009,Abril,1,"Chora, Me Liga",João Bosco & Vinícius,Sertanejo
2009,Abril,2,Halo,Beyoncé,Pop
2009,Abril,3,Pássaro de Fogo,Paula Fernandes,Sertanejo
2009,Abril,4,Borboletas,Victor & Leo,Sertanejo
2009,Abril,5,Você Não Sabe o que é Amor,Luan Santana,Sertanejo
2009,Abril,6,Não Tente Me Impedir,Bruno & Marrone,Sertanejo
2009,Abril,7,Meteoro,Luan Santana,Sertanejo
2009,Abril,8,Agenda,Ornella Di Santis & Belo,Pop/Pagode
2009,Abril,9,Deus e Eu no Sertão,Victor & Leo,Sertanejo
2009,Abril,10,Sutilmente,Skank,Pop Rock
2009,Maio,1,"Chora, Me Liga",João Bosco & Vinícius,Sertanejo
2009,Maio,2,Halo,Beyoncé,Pop
2009,Maio,3,Pássaro de Fogo,Paula Fernandes,Sertanejo
2009,Maio,4,Borboletas,Victor & Leo,Sertanejo
2009,Maio,5,Você Não Sabe o que é Amor,Luan Santana,Sertanejo
2009,Maio,6,Não Tente Me Impedir,Bruno & Marrone,Sertanejo
2009,Maio,7,Meteoro,Luan Santana,Sertanejo
2009,Maio,8,Agenda,Ornella Di Santis & Belo,Pop/Pagode
2009,Maio,9,Deus e Eu no Sertão,Victor & Leo,Sertanejo
2009,Maio,10,Sutilmente,Skank,Pop Rock
2009,Junho,1,"Chora, Me Liga",João Bosco & Vinícius,Sertanejo
2009,Junho,2,Halo,Beyoncé,Pop
2009,Junho,3,Pássaro de Fogo,Paula Fernandes,Sertanejo
2009,Junho,4,Borboletas,Victor & Leo,Sertanejo
2009,Junho,5,Você Não Sabe o que é Amor,Luan Santana,Sertanejo
2009,Junho,6,Não Tente Me Impedir,Bruno & Marrone,Sertanejo
2009,Junho,7,Meteoro,Luan Santana,Sertanejo
2009,Junho,8,Agenda,Ornella Di Santis & Belo,Pop/Pagode
2009,Junho,9,Deus e Eu no Sertão,Victor & Leo,Sertanejo
2009,Junho,10,Sutilmente,Skank,Pop Rock
2009,Julho,1,"Chora, Me Liga",João Bosco & Vinícius,Sertanejo
2009,Julho,2,Halo,Beyoncé,Pop
2009,Julho,3,Pássaro de Fogo,Paula Fernandes,Sertanejo
2009,Julho,4,Borboletas,Victor & Leo,Sertanejo
2009,Julho,5,Você Não Sabe o que é Amor,Luan Santana,Sertanejo
2009,Julho,6,Não Tente Me Impedir,Bruno & Marrone,Sertanejo
2009,Julho,7,Meteoro,Luan Santana,Sertanejo
2009,Julho,8,Agenda,Ornella Di Santis & Belo,Pop/Pagode
2009,Julho,9,Deus e Eu no Sertão,Victor & Leo,Sertanejo
2009,Julho,10,Sutilmente,Skank,Pop Rock
2009,Agosto,1,Halo,Beyoncé,Pop
2009,Agosto,2,"Chora, Me Liga",João Bosco & Vinícius,Sertanejo
2009,Agosto,3,Pássaro de Fogo,Paula Fernandes,Sertanejo
2009,Agosto,4,Borboletas,Victor & Leo,Sertanejo
2009,Agosto,5,Você Não Sabe o que é Amor,Luan Santana,Sertanejo
2009,Agosto,6,Não Tente Me Impedir,Bruno & Marrone,Sertanejo
2009,Agosto,7,Meteoro,Luan Santana,Sertanejo
2009,Agosto,8,Agenda,Ornella Di Santis & Belo,Pop/Pagode
2009,Agosto,9,Deus e Eu no Sertão,Victor & Leo,Sertanejo
2009,Agosto,10,Sutilmente,Skank,Pop Rock
2009,Setembro,1,Halo,Beyoncé,Pop
2009,Setembro,2,"Chora, Me Liga",João Bosco & Vinícius,Sertanejo
2009,Setembro,3,Pássaro de Fogo,Paula Fernandes,Sertanejo
2009,Setembro,4,Borboletas,Victor & Leo,Sertanejo
2009,Setembro,5,Você Não Sabe o que é Amor,Luan Santana,Sertanejo
2009,Setembro,6,Não Tente Me Impedir,Bruno & Marrone,Sertanejo
2009,Setembro,7,Meteoro,Luan Santana,Sertanejo
2009,Setembro,8,Agenda,Ornella Di Santis & Belo,Pop/Pagode
2009,Setembro,9,Deus e Eu no Sertão,Victor & Leo,Sertanejo
2009,Setembro,10,Sutilmente,Skank,Pop Rock
2009,Outubro,1,Halo,Beyoncé,Pop
2009,Outubro,2,"Chora, Me Liga",João Bosco & Vinícius,Sertanejo
2009,Outubro,3,Pássaro de Fogo,Paula Fernandes,Sertanejo
2009,Outubro,4,Borboletas,Victor & Leo,Sertanejo
2009,Outubro,5,Você Não Sabe o que é Amor,Luan Santana,Sertanejo
2009,Outubro,6,Não Tente Me Impedir,Bruno & Marrone,Sertanejo
2009,Outubro,7,Meteoro,Luan Santana,Sertanejo
2009,Outubro,8,Agenda,Ornella Di Santis & Belo,Pop/Pagode
2009,Outubro,9,Deus e Eu no Sertão,Victor & Leo,Sertanejo
2009,Outubro,10,Sutilmente,Skank,Pop Rock
2009,Novembro,1,Halo,Beyoncé,Pop
2009,Novembro,2,I Want to Know What Love Is,Mariah Carey,Pop
2009,Novembro,3,"Chora, Me Liga",João Bosco & Vinícius,Sertanejo
2009,Novembro,4,Pássaro de Fogo,Paula Fernandes,Sertanejo
2009,Novembro,5,Borboletas,Victor & Leo,Sertanejo
2009,Novembro,6,Você Não Sabe o que é Amor,Luan Santana,Sertanejo
2009,Novembro,7,Não Tente Me Impedir,Bruno & Marrone,Sertanejo
2009,Novembro,8,Meteoro,Luan Santana,Sertanejo
2009,Novembro,9,Agenda,Ornella Di Santis & Belo,Pop/Pagode
2009,Novembro,10,Deus e Eu no Sertão,Victor & Leo,Sertanejo
2009,Dezembro,1,I Want to Know What Love Is,Mariah Carey,Pop
2009,Dezembro,2,Halo,Beyoncé,Pop
2009,Dezembro,3,"Chora, Me Liga",João Bosco & Vinícius,Sertanejo
2009,Dezembro,4,Pássaro de Fogo,Paula Fernandes,Sertanejo
2009,Dezembro,5,Borboletas,Victor & Leo,Sertanejo
2009,Dezembro,6,Você Não Sabe o que é Amor,Luan Santana,Sertanejo
2009,Dezembro,7,Não Tente Me Impedir,Bruno & Marrone,Sertanejo
2009,Dezembro,8,Meteoro,Luan Santana,Sertanejo
2009,Dezembro,9,Agenda,Ornella Di Santis & Belo,Pop/Pagode
2009,Dezembro,10,Deus e Eu no Sertão,Victor & Leo,Sertanejo
2008,Janeiro,1,Boa Sorte / Good Luck,Vanessa da Mata part. Ben Harper,MPB / Pop
2008,Janeiro,2,With You,Chris Brown,R&B / Pop
2008,Janeiro,3,Sem Ar,D'Black,R&B / Pop
2008,Janeiro,4,Cedo ou Tarde,NX Zero,Pop Rock
2008,Janeiro,5,Same Mistake,James Blunt,Pop Rock
2008,Janeiro,6,No One,Alicia Keys,R&B / Soul
2008,Janeiro,7,Don't Stop The Music,Rihanna,Pop / Dance
2008,Janeiro,8,Tem Que Ser Você,Victor & Léo,Sertanejo
2008,Janeiro,9,Um Minuto,D'Black part. Negra Li,R&B / Pop
2008,Janeiro,10,Uma Criança Com Seu Olhar,Charlie Brown Jr.,Rock
2008,Fevereiro,1,Sem Ar,D'Black,R&B / Pop
2008,Fevereiro,2,Exttravasa,Cláudia Leitte,Axé
2008,Fevereiro,3,With You,Chris Brown,R&B / Pop
2008,Fevereiro,4,Boa Sorte / Good Luck,Vanessa da Mata part. Ben Harper,MPB / Pop
2008,Fevereiro,5,Cedo ou Tarde,NX Zero,Pop Rock
2008,Fevereiro,6,No One,Alicia Keys,R&B / Soul
2008,Fevereiro,7,Don't Stop The Music,Rihanna,Pop / Dance
2008,Fevereiro,8,Tem Que Ser Você,Victor & Léo,Sertanejo
2008,Fevereiro,9,Um Minuto,D'Black part. Negra Li,R&B / Pop
2008,Fevereiro,10,Coração Bandido,Leonardo,Sertanejo
2008,Março,1,Exttravasa,Cláudia Leitte,Axé
2008,Março,2,Sem Ar,D'Black,R&B / Pop
2008,Março,3,Mina do Condomínio,Seu Jorge,Samba Rock
2008,Março,4,With You,Chris Brown,R&B / Pop
2008,Março,5,Cedo ou Tarde,NX Zero,Pop Rock
2008,Março,6,Coração Bandido,Leonardo,Sertanejo
2008,Março,7,Um Minuto,D'Black part. Negra Li,R&B / Pop
2008,Março,8,Uma Criança Com Seu Olhar,Charlie Brown Jr.,Rock
2008,Março,9,Difícil Não Falar de Amor,Daniel,Sertanejo
2008,Março,10,Ciumenta,César Menotti & Fabiano,Sertanejo
2008,Abril,1,Mina do Condomínio,Seu Jorge,Samba Rock
2008,Abril,2,Exttravasa,Cláudia Leitte,Axé
2008,Abril,3,Sem Ar,D'Black,R&B / Pop
2008,Abril,4,Cedo ou Tarde,NX Zero,Pop Rock
2008,Abril,5,Coração Bandido,Leonardo,Sertanejo
2008,Abril,6,Me Abrace,Wanessa Camargo part. Camila,Pop
2008,Abril,7,Difícil Não Falar de Amor,Daniel,Sertanejo
2008,Abril,8,Ciumenta,César Menotti & Fabiano,Sertanejo
2008,Abril,9,Não Faz Mais Isso Comigo,Bruno & Marrone,Sertanejo
2008,Abril,10,Pode Chorar,Alexandre Pires,Pagode
2008,Maio,1,Tem Que Ser Você,Victor & Léo,Sertanejo
2008,Maio,2,Mina do Condomínio,Seu Jorge,Samba Rock
2008,Maio,3,Pode Chorar,Alexandre Pires,Pagode
2008,Maio,4,Me Abrace,Wanessa Camargo part. Camila,Pop
2008,Maio,5,Exttravasa,Cláudia Leitte,Axé
2008,Maio,6,Sem Ar,D'Black,R&B / Pop
2008,Maio,7,Coração Bandido,Leonardo,Sertanejo
2008,Maio,8,Não Faz Mais Isso Comigo,Bruno & Marrone,Sertanejo
2008,Maio,9,Bala de Prata,Fernando & Sorocaba,Sertanejo
2008,Maio,10,Pra Ver o Sol Brilhar,Belo,Pagode
2008,Junho,1,Tem Que Ser Você,Victor & Léo,Sertanejo
2008,Junho,2,Pode Chorar,Alexandre Pires,Pagode
2008,Junho,3,Me Abrace,Wanessa Camargo part. Camila,Pop
2008,Junho,4,Mina do Condomínio,Seu Jorge,Samba Rock
2008,Junho,5,Bala de Prata,Fernando & Sorocaba,Sertanejo
2008,Junho,6,Pra Ver o Sol Brilhar,Belo,Pagode
2008,Junho,7,A Fila Anda,Leonardo,Sertanejo
2008,Junho,8,Amado,Vanessa da Mata,MPB
2008,Junho,9,Chega,Zezé Di Camargo & Luciano,Sertanejo
2008,Junho,10,"Bye, Bye",Inimigos da HP,Pagode
2008,Julho,1,Tem Que Ser Você,Victor & Léo,Sertanejo
2008,Julho,2,Pode Chorar,Alexandre Pires,Pagode
2008,Julho,3,Bala de Prata,Fernando & Sorocaba,Sertanejo
2008,Julho,4,Me Abrace,Wanessa Camargo part. Camila,Pop
2008,Julho,5,A Fila Anda,Leonardo,Sertanejo
2008,Julho,6,Amado,Vanessa da Mata,MPB
2008,Julho,7,Chega,Zezé Di Camargo & Luciano,Sertanejo
2008,Julho,8,"Bye, Bye",Inimigos da HP,Pagode
2008,Julho,9,Medo de Amar,Jeito Moleque,Pagode
2008,Julho,10,Pássaros,Cláudia Leitte,Axé
2008,Agosto,1,Tem Que Ser Você,Victor & Léo,Sertanejo
2008,Agosto,2,A Fila Anda,Leonardo,Sertanejo
2008,Agosto,3,Amado,Vanessa da Mata,MPB
2008,Agosto,4,Chega,Zezé Di Camargo & Luciano,Sertanejo
2008,Agosto,5,Medo de Amar,Jeito Moleque,Pagode
2008,Agosto,6,Pássaros,Cláudia Leitte,Axé
2008,Agosto,7,Delírios de Amor,Alexandre Pires part. Revelação,Pagode
2008,Agosto,8,Desse Jeito é Ruim Pra Mim,Belo,Pagode
2008,Agosto,9,"Escolhas, Provas e Promessas",CPM 22,Rock
2008,Agosto,10,Naticongo,Natiruts,Reggae
2008,Setembro,1,Amado,Vanessa da Mata,MPB
2008,Setembro,2,Tem Que Ser Você,Victor & Léo,Sertanejo
2008,Setembro,3,A Fila Anda,Leonardo,Sertanejo
2008,Setembro,4,Medo de Amar,Jeito Moleque,Pagode
2008,Setembro,5,Pássaros,Cláudia Leitte,Axé
2008,Setembro,6,Delírios de Amor,Alexandre Pires part. Revelação,Pagode
2008,Setembro,7,Desse Jeito é Ruim Pra Mim,Belo,Pagode
2008,Setembro,8,"Escolhas, Provas e Promessas",CPM 22,Rock
2008,Setembro,9,Algum Dia,Capital Inicial,Rock
2008,Setembro,10,Beleza Pura,Skank,Pop Rock
2008,Outubro,1,Amado,Vanessa da Mata,MPB
2008,Outubro,2,Algum Dia,Capital Inicial,Rock
2008,Outubro,3,Beleza Pura,Skank,Pop Rock
2008,Outubro,4,Monstro Invisível,O Rappa,Rock
2008,Outubro,5,Coisas Que Eu Sei,Danni Carlos,Pop
2008,Outubro,6,Aventureiro,Revelação,Pagode
2008,Outubro,7,Uma Música,Fresno,Pop Rock
2008,Outubro,8,Palavras de Amigo,Rodriguinho & Thiaguinho,Pagode
2008,Outubro,9,Infernizar Você,Dolls,Pop Rock
2008,Outubro,10,Anjo Meu,Exaltasamba,Pagode
2008,Novembro,1,Beleza Pura,Skank,Pop Rock
2008,Novembro,2,Algum Dia,Capital Inicial,Rock
2008,Novembro,3,Monstro Invisível,O Rappa,Rock
2008,Novembro,4,Coisas Que Eu Sei,Danni Carlos,Pop
2008,Novembro,5,Aventureiro,Revelação,Pagode
2008,Novembro,6,Uma Música,Fresno,Pop Rock
2008,Novembro,7,Palavras de Amigo,Rodriguinho & Thiaguinho,Pagode
2008,Novembro,8,Anjo Meu,Exaltasamba,Pagode
2008,Novembro,9,Quase Louco,Daniel,Sertanejo
2008,Novembro,10,Lugares Proibidos,Doce Encontro,Pagode
2008,Dezembro,1,Beleza Pura,Skank,Pop Rock
2008,Dezembro,2,Coisas Que Eu Sei,Danni Carlos,Pop
2008,Dezembro,3,Algum Dia,Capital Inicial,Rock
2008,Dezembro,4,Monstro Invisível,O Rappa,Rock
2008,Dezembro,5,Uma Música,Fresno,Pop Rock
2008,Dezembro,6,Anjo Meu,Exaltasamba,Pagode
2008,Dezembro,7,Quase Louco,Daniel,Sertanejo
2008,Dezembro,8,Ainda Gosto Dela,Skank part. Negra Li,Pop Rock
2008,Dezembro,9,Ficar Por Ficar,Bruno & Marrone,Sertanejo
2008,Dezembro,10,Nuvem de Algodão,Exaltasamba,Pagode
2007,Janeiro,1,Eu Sei,Papas da Língua,Pop Rock
2007,Janeiro,2,Se Quiser,Tânia Mara,Pop
2007,Janeiro,3,Pra Não Morrer de Amor,Bruno & Marrone,Sertanejo
2007,Janeiro,4,Irreplaceable,Beyoncé,R&B / Pop
2007,Janeiro,5,I Wanna Love You,Akon part. Snoop Dogg,R&B / Hip-Hop
2007,Janeiro,6,"Too Little, Too Late",JoJo,Pop
2007,Janeiro,7,Smack That,Akon part. Eminem,R&B / Hip-Hop
2007,Janeiro,8,Fergalicious,Fergie,Pop / Hip-Hop
2007,Janeiro,9,Buttons,Pussycat Dolls part. Snoop Dogg,Pop / R&B
2007,Janeiro,10,My Love,Justin Timberlake part. T.I.,R&B / Pop
2007,Fevereiro,1,Eu Sei,Papas da Língua,Pop Rock
2007,Fevereiro,2,Se Quiser,Tânia Mara,Pop
2007,Fevereiro,3,Pra Não Morrer de Amor,Bruno & Marrone,Sertanejo
2007,Fevereiro,4,Irreplaceable,Beyoncé,R&B / Pop
2007,Fevereiro,5,Don't Matter,Akon,R&B / Pop
2007,Fevereiro,6,Say It Right,Nelly Furtado,Pop
2007,Fevereiro,7,I Wanna Love You,Akon part. Snoop Dogg,R&B / Hip-Hop
2007,Fevereiro,8,"Too Little, Too Late",JoJo,Pop
2007,Fevereiro,9,What Goes Around... Comes Around,Justin Timberlake,Pop
2007,Fevereiro,10,Say Goodbye,Chris Brown,R&B
2007,Março,1,Eu Sei,Papas da Língua,Pop Rock
2007,Março,2,Don't Matter,Akon,R&B / Pop
2007,Março,3,Say It Right,Nelly Furtado,Pop
2007,Março,4,Beautiful Liar,Beyoncé & Shakira,Pop / R&B
2007,Março,5,Girlfriend,Avril Lavigne,Pop Punk
2007,Março,6,What Goes Around... Comes Around,Justin Timberlake,Pop
2007,Março,7,Aqui,Capital Inicial,Rock
2007,Março,8,Não Viva em Vão,Charlie Brown Jr.,Rock
2007,Março,9,Say OK,Vanessa Hudgens,Pop
2007,Março,10,Be Good To Me,Ashley Tisdale,Pop
2007,Abril,1,Eu Sei,Papas da Língua,Pop Rock
2007,Abril,2,Beautiful Liar,Beyoncé & Shakira,Pop / R&B
2007,Abril,3,Girlfriend,Avril Lavigne,Pop Punk
2007,Abril,4,Don't Matter,Akon,R&B / Pop
2007,Abril,5,Say It Right,Nelly Furtado,Pop
2007,Abril,6,Give It To Me,Timbaland part. Nelly Furtado & Justin Timberlake,Pop / Dance
2007,Abril,7,Aqui,Capital Inicial,Rock
2007,Abril,8,Na Sua Estante,Pitty,Rock
2007,Abril,9,What I've Done,Linkin Park,Rock
2007,Abril,10,You Give Me Something,James Morrison,Pop / Soul
2007,Maio,1,Razões e Emoções,NX Zero,Pop Rock
2007,Maio,2,Deixo,Ivete Sangalo,Axé
2007,Maio,3,Lua Cheia / Fica Doida,Papas da Língua,Pop Rock
2007,Maio,4,Beautiful Liar,Beyoncé & Shakira,Pop / R&B
2007,Maio,5,Girlfriend,Avril Lavigne,Pop Punk
2007,Maio,6,Na Sua Estante,Pitty,Rock
2007,Maio,7,Aqui,Capital Inicial,Rock
2007,Maio,8,What I've Done,Linkin Park,Rock
2007,Maio,9,Because Of You,Ne-Yo,R&B
2007,Maio,10,Espirais,Marjorie Estiano,Pop Rock
2007,Junho,1,Deixo,Ivete Sangalo,Axé
2007,Junho,2,Razões e Emoções,NX Zero,Pop Rock
2007,Junho,3,Lua Cheia / Fica Doida,Papas da Língua,Pop Rock
2007,Junho,4,Umbrella,Rihanna part. Jay-Z,Pop / R&B
2007,Junho,5,Last Night,Diddy part. Keyshia Cole,R&B / Hip-Hop
2007,Junho,6,Pulsos,Pitty,Rock
2007,Junho,7,Eu Nunca Disse Adeus,Capital Inicial,Rock
2007,Junho,8,Já Foi,Jota Quest,Pop Rock
2007,Junho,9,Espirais,Marjorie Estiano,Pop Rock
2007,Junho,10,The Sweet Escape,Gwen Stefani part. Akon,Pop
2007,Julho,1,Deixo,Ivete Sangalo,Axé
2007,Julho,2,Razões e Emoções,NX Zero,Pop Rock
2007,Julho,3,Umbrella,Rihanna part. Jay-Z,Pop / R&B
2007,Julho,4,Beautiful Girls,Sean Kingston,Pop / Reggae
2007,Julho,5,Last Night,Diddy part. Keyshia Cole,R&B / Hip-Hop
2007,Julho,6,Livre Pra Voar,Exaltasamba,Pagode
2007,Julho,7,Natiruts Reggae Power,Natiruts,Reggae
2007,Julho,8,Sem Radar,Jeito Moleque,Pagode
2007,Julho,9,Fada,Victor & Léo,Sertanejo
2007,Julho,10,Depois do Amor,Perlla & Belo,Pagode
2007,Agosto,1,Deixo,Ivete Sangalo,Axé
2007,Agosto,2,Beautiful Girls,Sean Kingston,Pop / Reggae
2007,Agosto,3,Umbrella,Rihanna part. Jay-Z,Pop / R&B
2007,Agosto,4,Livre Pra Voar,Exaltasamba,Pagode
2007,Agosto,5,Natiruts Reggae Power,Natiruts,Reggae
2007,Agosto,6,Sem Radar,Jeito Moleque,Pagode
2007,Agosto,7,Fada,Victor & Léo,Sertanejo
2007,Agosto,8,Depois do Amor,Perlla & Belo,Pagode
2007,Agosto,9,Futuro Prometido,Sorriso Maroto,Pagode
2007,Agosto,10,Intriga da Oposição,Belo,Pagode
2007,Setembro,1,Boa Sorte / Good Luck,Vanessa da Mata part. Ben Harper,MPB / Pop
2007,Setembro,2,Big Girls Don't Cry,Fergie,Pop
2007,Setembro,3,Beautiful Girls,Sean Kingston,Pop / Reggae
2007,Setembro,4,Livre Pra Voar,Exaltasamba,Pagode
2007,Setembro,5,Natiruts Reggae Power,Natiruts,Reggae
2007,Setembro,6,Fada,Victor & Léo,Sertanejo
2007,Setembro,7,Futuro Prometido,Sorriso Maroto,Pagode
2007,Setembro,8,Intriga da Oposição,Belo,Pagode
2007,Setembro,9,Não Posso Ter Medo de Amar,Bruno & Marrone,Sertanejo
2007,Setembro,10,Marianne,Bruno & Marrone,Sertanejo
2007,Outubro,1,Boa Sorte / Good Luck,Vanessa da Mata part. Ben Harper,MPB / Pop
2007,Outubro,2,Big Girls Don't Cry,Fergie,Pop
2007,Outubro,3,Beautiful Girls,Sean Kingston,Pop / Reggae
2007,Outubro,4,Natiruts Reggae Power,Natiruts,Reggae
2007,Outubro,5,Fada,Victor & Léo,Sertanejo
2007,Outubro,6,Amigo Apaixonado,Victor & Léo,Sertanejo
2007,Outubro,7,Olha Eu Aí,Zezé Di Camargo & Luciano,Sertanejo
2007,Outubro,8,Idas e Voltas,Leonardo,Sertanejo
2007,Outubro,9,Ratatúia,Zeca Pagodinho,Samba
2007,Outubro,10,Não Precisa Mudar,Ivete Sangalo & Saulo Fernandes,Axé
2007,Novembro,1,Boa Sorte / Good Luck,Vanessa da Mata part. Ben Harper,MPB / Pop
2007,Novembro,2,Big Girls Don't Cry,Fergie,Pop
2007,Novembro,3,Natiruts Reggae Power,Natiruts,Reggae
2007,Novembro,4,Amigo Apaixonado,Victor & Léo,Sertanejo
2007,Novembro,5,Olha Eu Aí,Zezé Di Camargo & Luciano,Sertanejo
2007,Novembro,6,Idas e Voltas,Leonardo,Sertanejo
2007,Novembro,7,Insolação no Coração,Babado Novo,Axé
2007,Novembro,8,É Mágica,Jeito Moleque,Pagode
2007,Novembro,9,Vem Buscar o Que é Teu,Inimigos da HP,Pagode
2007,Novembro,10,Não Tô Pronta Pra Perdoar,Wanessa Camargo,Pop
2007,Dezembro,1,Boa Sorte / Good Luck,Vanessa da Mata part. Ben Harper,MPB / Pop
2007,Dezembro,2,Big Girls Don't Cry,Fergie,Pop
2007,Dezembro,3,Natiruts Reggae Power,Natiruts,Reggae
2007,Dezembro,4,Amigo Apaixonado,Victor & Léo,Sertanejo
2007,Dezembro,5,Olha Eu Aí,Zezé Di Camargo & Luciano,Sertanejo
2007,Dezembro,6,Além de Mim,NX Zero,Pop Rock
2007,Dezembro,7,Baixa Essa Guarda,Revelação,Pagode
2007,Dezembro,8,Nosso Filme,Inimigos da HP,Pagode
2007,Dezembro,9,Leilão,César Menotti & Fabiano,Sertanejo
2007,Dezembro,10,Não Tô Pronta Pra Perdoar,Wanessa Camargo,Pop
2006,Janeiro,1,You're Beautiful,James Blunt,Pop Rock
2006,Janeiro,2,Because Of You,Kelly Clarkson,Pop
2006,Janeiro,3,My Humps,Black Eyed Peas,Hip-Hop / Pop
2006,Janeiro,4,Hung Up,Madonna,Pop / Dance
2006,Janeiro,5,Stickwitu,Pussycat Dolls,R&B / Pop
2006,Janeiro,6,Por Causa de Você,Felipe Dylon,Pop
2006,Janeiro,7,Na Frente do Reto,O Rappa,Rock
2006,Janeiro,8,O Sol,Jota Quest,Pop Rock
2006,Janeiro,9,Nada Vai Me Sufocar,Sandy & Junior,Pop Rock
2006,Janeiro,10,Obsessão,KLB,Pop
2006,Fevereiro,1,You're Beautiful,James Blunt,Pop Rock
2006,Fevereiro,2,Because Of You,Kelly Clarkson,Pop
2006,Fevereiro,3,Check On It,Beyoncé part. Slim Thug,R&B / Hip-Hop
2006,Fevereiro,4,My Humps,Black Eyed Peas,Hip-Hop / Pop
2006,Fevereiro,5,Hung Up,Madonna,Pop / Dance
2006,Fevereiro,6,Stickwitu,Pussycat Dolls,R&B / Pop
2006,Fevereiro,7,Na Frente do Reto,O Rappa,Rock
2006,Fevereiro,8,O Sol,Jota Quest,Pop Rock
2006,Fevereiro,9,Nada Vai Me Sufocar,Sandy & Junior,Pop Rock
2006,Fevereiro,10,Obsessão,KLB,Pop
2006,Março,1,You're Beautiful,James Blunt,Pop Rock
2006,Março,2,Because Of You,Kelly Clarkson,Pop
2006,Março,3,Check On It,Beyoncé part. Slim Thug,R&B / Hip-Hop
2006,Março,4,Quando a Chuva Passar,Ivete Sangalo,Axé
2006,Março,5,Ela Só Pensa em Beijar,MC Leozinho,Funk
2006,Março,6,Me Namora,Edu Ribeiro & Cativeiro,Reggae / Pop
2006,Março,7,Desenho de Deus,Armandinho,Reggae
2006,Março,8,O Sol,Jota Quest,Pop Rock
2006,Março,9,Na Frente do Reto,O Rappa,Rock
2006,Março,10,A Tarde,CPM 22,Rock
